,subject,score,display,question,dimension,question_number,qdirection,item
29627,sub100,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
29633,sub100,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
29639,sub100,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
29645,sub100,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
29651,sub100,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
29657,sub100,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
29663,sub100,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
29675,sub100,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
29681,sub100,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
29687,sub100,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
29693,sub100,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
29699,sub100,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
29705,sub100,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
29711,sub100,1.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
29717,sub100,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
29723,sub100,1.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
29729,sub100,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
29735,sub100,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
29741,sub100,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
29747,sub100,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
29753,sub100,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
29759,sub100,0.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
29765,sub100,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
29771,sub100,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
29777,sub100,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
29783,sub100,1.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
29789,sub100,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
29795,sub100,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
29801,sub100,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
29807,sub100,1.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
29813,sub100,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
29823,sub101,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
29829,sub101,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
29835,sub101,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
29841,sub101,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
29847,sub101,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
29853,sub101,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
29859,sub101,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
29865,sub101,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
29871,sub101,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
29877,sub101,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
29883,sub101,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
29889,sub101,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
29901,sub101,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
29913,sub101,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
29919,sub101,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
29925,sub101,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
29931,sub101,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
29937,sub101,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
29943,sub101,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
29949,sub101,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
29955,sub101,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
29961,sub101,1.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
29967,sub101,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
29973,sub101,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
29979,sub101,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
29985,sub101,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
29991,sub101,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
29997,sub101,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
30003,sub101,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
30009,sub101,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
30015,sub101,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
30021,sub101,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
30027,sub101,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
30033,sub101,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
30039,sub101,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
30045,sub101,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
30051,sub101,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
30063,sub101,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
30069,sub101,1.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
30075,sub101,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
30087,sub101,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
30093,sub101,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
30099,sub101,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
30111,sub101,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
30121,sub102,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
30127,sub102,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
30133,sub102,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
30139,sub102,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
30145,sub102,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
30157,sub102,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
30163,sub102,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
30169,sub102,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
30175,sub102,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
30181,sub102,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
30187,sub102,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
30193,sub102,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
30199,sub102,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
30211,sub102,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
30217,sub102,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
30229,sub102,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
30235,sub102,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
30241,sub102,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
30247,sub102,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
30253,sub102,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
30259,sub102,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
30265,sub102,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
30271,sub102,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
30277,sub102,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
30283,sub102,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
30295,sub102,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
30301,sub102,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
30307,sub102,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
30313,sub102,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
30319,sub102,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
30325,sub102,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
30331,sub102,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
30337,sub102,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
30343,sub102,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
30349,sub102,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
30355,sub102,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
30361,sub102,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
30367,sub102,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
30373,sub102,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
30379,sub102,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
30385,sub102,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
30397,sub102,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
30403,sub102,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
30409,sub102,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
30419,sub103,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
30425,sub103,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
30431,sub103,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
30437,sub103,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
30443,sub103,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
30449,sub103,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
30455,sub103,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
30461,sub103,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
30467,sub103,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
30473,sub103,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
30479,sub103,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
30485,sub103,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
30491,sub103,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
30497,sub103,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
30503,sub103,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
30509,sub103,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
30521,sub103,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
30527,sub103,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
30533,sub103,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
30539,sub103,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
30545,sub103,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
30551,sub103,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
30557,sub103,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
30563,sub103,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
30569,sub103,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
30575,sub103,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
30587,sub103,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
30593,sub103,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
30599,sub103,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
30605,sub103,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
30611,sub103,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
30617,sub103,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
30629,sub103,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
30635,sub103,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
30653,sub103,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
30659,sub103,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
30665,sub103,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
30671,sub103,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
30677,sub103,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
30683,sub103,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
30689,sub103,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
30695,sub103,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
30701,sub103,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
30707,sub103,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
30717,sub104,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
30729,sub104,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
30741,sub104,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
30747,sub104,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
30753,sub104,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
30759,sub104,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
30765,sub104,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
30771,sub104,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
30777,sub104,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
30783,sub104,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
30789,sub104,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
30801,sub104,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
30807,sub104,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
30819,sub104,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
30825,sub104,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
30831,sub104,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
30837,sub104,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
30843,sub104,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
30849,sub104,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
30855,sub104,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
30861,sub104,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
30867,sub104,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
30873,sub104,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
30879,sub104,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
30885,sub104,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
30891,sub104,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
30897,sub104,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
30903,sub104,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
30909,sub104,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
30915,sub104,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
30921,sub104,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
30927,sub104,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
30933,sub104,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
30939,sub104,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
30945,sub104,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
30951,sub104,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
30957,sub104,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
30969,sub104,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
30975,sub104,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
30981,sub104,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
30987,sub104,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
30993,sub104,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
30999,sub104,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
31005,sub104,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
31015,sub105,2.0,understanding,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
31021,sub105,2.0,understanding,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
31027,sub105,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
31039,sub105,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
31051,sub105,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
31063,sub105,2.0,understanding,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
31069,sub105,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
31075,sub105,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
31081,sub105,2.0,understanding,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
31087,sub105,2.0,understanding,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
31093,sub105,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
31099,sub105,2.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
31105,sub105,2.0,understanding,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
31111,sub105,2.0,understanding,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
31117,sub105,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
31123,sub105,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
31129,sub105,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
31135,sub105,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
31141,sub105,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
31147,sub105,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
31153,sub105,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
31165,sub105,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
31171,sub105,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
31177,sub105,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
31183,sub105,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
31189,sub105,2.0,understanding,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
31195,sub105,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
31201,sub105,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
31207,sub105,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
31213,sub105,2.0,understanding,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
31225,sub105,2.0,understanding,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
31231,sub105,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
31237,sub105,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
31243,sub105,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
31249,sub105,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
31255,sub105,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
31261,sub105,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
31267,sub105,2.0,understanding,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
31273,sub105,2.0,understanding,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
31279,sub105,2.0,understanding,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
31285,sub105,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
31291,sub105,2.0,understanding,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
31297,sub105,2.0,understanding,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
31303,sub105,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
31313,sub106,2.0,understanding,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
31319,sub106,2.0,understanding,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
31325,sub106,2.0,understanding,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
31331,sub106,2.0,understanding,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
31337,sub106,2.0,understanding,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
31343,sub106,2.0,understanding,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
31349,sub106,2.0,understanding,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
31355,sub106,2.0,understanding,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
31373,sub106,2.0,understanding,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
31379,sub106,2.0,understanding,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
31385,sub106,2.0,understanding,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
31391,sub106,2.0,understanding,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
31397,sub106,2.0,understanding,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
31403,sub106,2.0,understanding,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
31409,sub106,2.0,understanding,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
31415,sub106,2.0,understanding,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
31421,sub106,2.0,understanding,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
31427,sub106,2.0,understanding,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
31433,sub106,2.0,understanding,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
31439,sub106,2.0,understanding,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
31445,sub106,2.0,understanding,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
31451,sub106,2.0,understanding,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
31457,sub106,1.0,understanding,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
31469,sub106,2.0,understanding,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
31475,sub106,2.0,understanding,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
31481,sub106,2.0,understanding,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
31487,sub106,2.0,understanding,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
31493,sub106,2.0,understanding,# I use a password manager.,blocking,q07,forward,blocking_q07
31499,sub106,2.0,understanding,# I clean my location log info.,hiding,q21,forward,hiding_q21
